P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out
-29736,-30660.01083,-924.0108274,,29736,30898.08517,1162.085167
-29772,-30698.21019,-926.2101939,,29772,30936.92433,1164.924325
-29808,-30736.28252,-928.282516,,29808,30975.92545,1167.925454
-29844,-30774.48665,-930.4866524,,29844,31014.77205,1170.772047
-29880,-30812.69324,-932.6932417,,29880,31053.62226,1173.622255
-29916,-30850.90228,-934.9022833,,29916,31092.47608,1176.476079
-29952,-30888.98373,-936.9837273,,29952,31131.49271,1179.492708
-29988,-30927.19753,-939.1975348,,29988,31170.35397,1182.353972
-30024,-30965.41379,-941.4137931,,30024,31209.21885,1185.218853
-30060,-31003.6325,-943.6325016,,30060,31248.08735,1188.087351
-30096,-31041.72306,-945.72306,,30096,31287.11949,1191.119493
-30132,-31079.94653,-947.9465304,,30132,31325.99544,1193.995437
-30168,-31118.17245,-950.1724495,,30168,31364.875,1196.875
-30204,-31156.40082,-952.4008167,,30204,31403.75818,1199.758184
-30240,-31194.50048,-954.5004819,,30240,31442.80585,1202.805847
-30276,-31232.73361,-956.733607,,30276,31481.69648,1205.696481
-30312,-31270.96918,-958.9691787,,30312,31520.59074,1208.590737
-30348,-31309.2072,-961.2071964,,30348,31559.48862,1211.488616
-30384,-31347.31596,-963.3159608,,30384,31598.55181,1214.551812
-30420,-31385.55873,-965.5587324,,30420,31637.45715,1217.457146
-30456,-31423.80395,-967.8039485,,30456,31676.3661,1220.366105
-30492,-31462.05161,-970.0516086,,30492,31715.27869,1223.278688
-30528,-31500.16946,-972.1694646,,30528,31754.35743,1226.357428
-30564,-31538.42187,-974.4218746,,30564,31793.27747,1229.277471
-30600,-31576.67673,-976.6767269,,30600,31832.20114,1232.201142
-30636,-31614.93402,-978.9340212,,30636,31871.12844,1235.12844
-30672,-31653.19376,-981.1937568,,30672,31910.05937,1238.059366
-30708,-31691.323,-983.3230014,,30708,31949.1575,1241.157497
-30744,-31729.58748,-985.5874819,,30744,31988.09589,1244.09589
-30780,-31767.8544,-987.8544021,,30780,32027.03791,1247.037912
-30816,-31806.12376,-990.1237616,,30816,32065.98356,1249.983565
-30852,-31844.26208,-992.2620809,,30852,32105.09726,1253.097263
-30888,-31882.53618,-994.5361813,,30888,32144.05039,1256.050388
-30924,-31920.81272,-996.8127194,,30924,32183.00714,1259.007145
-30960,-31959.09169,-999.0916947,,30960,32221.96753,1261.967534
-30996,-31997.23908,-1001.239081,,30996,32261.09681,1265.096811
-31032,-32035.52279,-1003.522793,,31032,32300.06468,1268.064678
-31068,-32073.80894,-1005.808941,,31068,32339.03618,1271.036179
-31104,-32112.09752,-1008.097524,,31104,32378.01132,1274.011315
-31140,-32150.25397,-1010.25397,,31140,32417.15618,1277.156181
-31176,-32188.54729,-1012.547286,,31176,32456.1388,1280.138799
-31212,-32226.84304,-1014.843035,,31212,32495.12505,1283.125054
-31248,-32265.14122,-1017.141218,,31248,32534.11495,1286.114947
-31284,-32303.30672,-1019.306716,,31284,32573.27541,1289.275412
-31320,-32341.60963,-1021.609627,,31320,32612.27279,1292.272793
-31356,-32379.91497,-1023.91497,,31356,32651.27381,1295.273812
-31392,-32418.22274,-1026.222744,,31392,32690.27847,1298.278472
-31428,-32456.39729,-1028.397287,,31428,32729.45455,1301.454547
-31464,-32494.70979,-1030.709786,,31464,32768.4667,1304.466699
-31500,-32533.02471,-1033.024714,,31500,32807.48249,1307.482493
-31536,-32571.34207,-1035.342071,,31536,32846.50193,1310.501929
-31572,-32609.52565,-1037.525651,,31572,32885.69363,1313.693625
-31608,-32647.84773,-1039.84773,,31608,32924.72056,1316.720559
-31644,-32686.17223,-1042.172235,,31644,32963.75114,1319.751137
-31680,-32724.49917,-1044.499167,,31680,33002.78536,1322.78536
-31716,-32762.69178,-1046.691777,,31716,33041.99269,1325.992688
-31752,-32801.02343,-1049.023427,,31752,33081.03441,1329.034413
-31788,-32839.3575,-1051.357501,,31788,33120.07979,1332.079786
-31824,-32877.694,-1053.694001,,31824,33159.12881,1335.128805
-31860,-32915.89563,-1055.895633,,31860,33198.35178,1338.351776
-31896,-32954.23685,-1058.236846,,31896,33237.4083,1341.408303
-31932,-32992.58048,-1060.580481,,31932,33276.46848,1344.46848
-31968,-33030.92654,-1062.92654,,31968,33315.53231,1347.532306
-32004,-33069.13719,-1065.137187,,32004,33354.77093,1350.77093
-32040,-33107.48795,-1067.487955,,32040,33393.84227,1353.842269
-32076,-33145.84114,-1069.841143,,32076,33432.91726,1356.91726
-32112,-33184.19675,-1072.196753,,32112,33471.9959,1359.995903
-32148,-33222.41641,-1074.416407,,32148,33511.25019,1363.250191
-32184,-33260.77672,-1076.776722,,32184,33550.33635,1366.336352
-32220,-33299.13946,-1079.139456,,32220,33589.42617,1369.426167
-32256,-33337.50461,-1081.504608,,32256,33628.51964,1372.519637
-32292,-33375.73326,-1083.733263,,32292,33667.7896,1375.7896
-32328,-33414.10312,-1086.103117,,32328,33706.89059,1378.890593
-32364,-33452.47539,-1088.475387,,32364,33745.99524,1381.995242
-32400,-33490.85007,-1090.850075,,32400,33785.10355,1385.10355
-32436,-33529.08772,-1093.087722,,32436,33824.3892,1388.389198
-32472,-33567.46711,-1095.467107,,32472,33863.50503,1391.505033
-32508,-33605.84891,-1097.848906,,32508,33902.62453,1394.624528
-32544,-33644.23312,-1100.233121,,32544,33941.74768,1397.747682
-32580,-33682.47975,-1102.479753,,32580,33981.04903,1401.049027
-32616,-33720.86866,-1104.868661,,32616,34020.17971,1404.179714
-32652,-33759.25998,-1107.259981,,32652,34059.31406,1407.314063
-32688,-33797.65371,-1109.653715,,32688,34098.45207,1410.452075
-32724,-33835.90932,-1111.909325,,32724,34137.76913,1413.769128
-32760,-33874.30775,-1114.307747,,32760,34176.91468,1416.914677
-32796,-33912.70858,-1116.708581,,32796,34216.06389,1420.063891
-32832,-33950.97089,-1118.970885,,32832,34255.39279,1423.392785
-32868,-33989.37641,-1121.376406,,32868,34294.54954,1426.549541
-32904,-34027.78434,-1123.784335,,32904,34333.70996,1429.709963
-32940,-34066.19467,-1126.194674,,32940,34372.87405,1432.874052
-32976,-34104.46594,-1128.465943,,32976,34412.21867,1436.218673
-33012,-34142.88096,-1130.880964,,33012,34451.39031,1439.390309
-33048,-34181.29839,-1133.298393,,33048,34490.56561,1442.565614
-33084,-34219.71823,-1135.718228,,33084,34529.74459,1445.744588
-33120,-34257.99846,-1137.998455,,33120,34569.10495,1449.104947
-33156,-34296.42297,-1140.422969,,33156,34608.29147,1452.291474
-33192,-34334.84989,-1142.849889,,33192,34647.48167,1455.481671
-33228,-34373.27921,-1145.279214,,33228,34686.67554,1458.675541
-33264,-34411.56839,-1147.568391,,33264,34726.05165,1462.051648
-33300,-34450.00239,-1150.00239,,33300,34765.25308,1465.253075
-33336,-34488.43879,-1152.438793,,33336,34804.45818,1468.458176
-33372,-34526.8776,-1154.877598,,33372,34843.66695,1471.666951
-33408,-34565.17572,-1157.175718,,33408,34883.05882,1475.058818
-33444,-34603.61919,-1159.619195,,33444,34922.27516,1478.275156
-33480,-34642.06507,-1162.065072,,33480,34961.49517,1481.49517
-33516,-34680.51335,-1164.513351,,33516,35000.71886,1484.718861
-33552,-34718.82041,-1166.820407,,33552,35040.1265,1488.126499
-33588,-34757.27335,-1169.273352,,33588,35079.35776,1491.357758
-33624,-34795.7287,-1171.728697,,33624,35118.5927,1494.592695
-33660,-34834.18644,-1174.186441,,33660,35157.83131,1497.831312
-33696,-34872.50242,-1176.502425,,33696,35197.25473,1501.254732
-33732,-34910.96483,-1178.964832,,33732,35236.50092,1504.500922
-33768,-34949.42964,-1181.429636,,33768,35275.75079,1507.750794
-33804,-34987.89684,-1183.896837,,33804,35315.00435,1511.004347
-33840,-35026.22174,-1186.221741,,33840,35354.44356,1514.44356
-33876,-35064.6936,-1188.693602,,33876,35393.70469,1517.704692
-33912,-35103.16786,-1191.167857,,33912,35432.96951,1520.969507
-33948,-35141.64451,-1193.644507,,33948,35472.23801,1524.238007
-33984,-35179.97833,-1195.978326,,33984,35511.69302,1527.693024
-34020,-35218.45963,-1198.459631,,34020,35550.96911,1530.969107
-34056,-35256.94333,-1200.94333,,34056,35590.24888,1534.248877
-34092,-35295.42942,-1203.429422,,34092,35629.53233,1537.532334
-34128,-35333.77215,-1205.772147,,34128,35669.00317,1541.003166
-34164,-35372.26289,-1208.26289,,34164,35708.29421,1544.294211
-34200,-35410.75602,-1210.756024,,34200,35747.58895,1547.588946
-34236,-35449.25155,-1213.251549,,34236,35786.88737,1550.88737
-34272,-35487.60317,-1215.603173,,34272,35826.37403,1554.374028
-34308,-35526.10335,-1218.103346,,34308,35865.68005,1557.680046
-34344,-35564.60591,-1220.605908,,34344,35904.98976,1560.989756
-34380,-35603.11086,-1223.110858,,34380,35944.30316,1564.303157
-34416,-35641.47137,-1225.471374,,34416,35983.80565,1567.805653
-34452,-35679.98097,-1227.980969,,34452,36023.12665,1571.126654
-34488,-35718.49295,-1230.49295,,34488,36062.45135,1574.451349
-34524,-35757.00732,-1233.007319,,34524,36101.77974,1577.779738
-34560,-35795.37672,-1235.376719,,34560,36141.29808,1581.298082
-34596,-35833.89573,-1237.895727,,34596,36180.63408,1584.634076
-34632,-35872.41712,-1240.417121,,34632,36219.97377,1587.973767
-34668,-35910.9409,-1242.940899,,34668,36259.31716,1591.317155
-34704,-35949.31918,-1245.319177,,34704,36298.85136,1594.851358
-34740,-35987.84759,-1247.847591,,34740,36338.20236,1598.202357
-34776,-36026.37839,-1250.378389,,34776,36377.55705,1601.557054
-34812,-36064.91157,-1252.911569,,34812,36416.91545,1604.91545
-34848,-36103.29872,-1255.298717,,34848,36456.46552,1608.465524
-34884,-36141.83653,-1257.836529,,34884,36495.83154,1611.831536
-34920,-36180.37672,-1260.376723,,34920,36535.20125,1615.20125
-34956,-36218.9193,-1262.919298,,34956,36574.57467,1618.574666
-34992,-36257.31531,-1265.315308,,34992,36614.14062,1622.140622
-35028,-36295.86251,-1267.862511,,35028,36653.52166,1625.521659
-35064,-36334.41209,-1270.412093,,35064,36692.9064,1628.906399
-35100,-36372.96405,-1272.964054,,35100,36732.29484,1632.294844
-35136,-36411.36892,-1275.36892,,35136,36771.87669,1635.876694
-35172,-36449.92551,-1277.925505,,35172,36811.27277,1639.272765
-35208,-36488.48447,-1280.484468,,35208,36850.67254,1642.672544
-35244,-36527.04581,-1283.045808,,35244,36890.07603,1646.076029
-35280,-36565.45952,-1285.459522,,35280,36929.67378,1649.673783
-35316,-36604.02548,-1288.025482,,35316,36969.0849,1653.0849
-35352,-36642.59382,-1290.593818,,35352,37008.49973,1656.499726
-35388,-36681.16453,-1293.164528,,35388,37047.91826,1659.918262
-35424,-36719.58708,-1295.587083,,35424,37087.53193,1663.531932
-35460,-36758.16241,-1298.162411,,35460,37126.9581,1666.958104
-35496,-36796.74011,-1300.740111,,35496,37166.38799,1670.387989
-35532,-36835.32018,-1303.320184,,35532,37205.82159,1673.821586
-35568,-36873.75157,-1305.751573,,35568,37245.45118,1677.451183
-35604,-36912.33626,-1308.33626,,35604,37284.89242,1680.892422
-35640,-36950.92332,-1310.923318,,35640,37324.33738,1684.337375
-35676,-36989.51275,-1313.512746,,35676,37363.78604,1687.786044
-35712,-37027.95296,-1315.952962,,35712,37403.43158,1691.431579
-35748,-37066.547,-1318.547,,35748,37442.8879,1694.887895
-35784,-37105.14341,-1321.143407,,35784,37482.34793,1698.347928
-35820,-37143.74218,-1323.742183,,35820,37521.81168,1701.811679
-35856,-37182.19122,-1326.191218,,35856,37561.47316,1705.473164
-35892,-37220.7946,-1328.7946,,35892,37600.94457,1708.944567
-35928,-37259.40035,-1331.400348,,35928,37640.41969,1712.41969
-35964,-37298.00846,-1334.008464,,35964,37679.89853,1715.898533
-36000,-37336.46631,-1336.466312,,36000,37719.57598,1719.57598
-36036,-37375.07903,-1339.079029,,36036,37759.06248,1723.062481
-36072,-37413.69411,-1341.694112,,36072,37798.5527,1726.552704
-36108,-37452.31156,-1344.311559,,36108,37838.04665,1730.046651
-36144,-37490.77821,-1346.778212,,36144,37877.74007,1733.74007
-36180,-37529.40026,-1349.400257,,36180,37917.24168,1737.24168
-36216,-37568.02467,-1352.024666,,36216,37956.74701,1740.747014
-36252,-37606.65144,-1354.651438,,36252,37996.25607,1744.256074
-36288,-37645.12689,-1357.126889,,36288,38035.96548,1747.965477
-36324,-37683.75825,-1359.758255,,36324,38075.48221,1751.482206
-36360,-37722.39198,-1362.391982,,36360,38115.00266,1755.002663
-36396,-37761.02807,-1365.02807,,36396,38154.52685,1758.526847
-36432,-37799.51231,-1367.512312,,36432,38194.25225,1762.252246
-36468,-37838.15299,-1370.15299,,36468,38233.7841,1765.784104
-36504,-37876.79603,-1372.796028,,36504,38273.31969,1769.319693
-36540,-37915.44143,-1375.441425,,36540,38312.85901,1772.859013
-36576,-37953.93445,-1377.934451,,36576,38352.60042,1776.600418
-36612,-37992.58443,-1380.584434,,36612,38392.14742,1780.147417
-36648,-38031.23678,-1383.236775,,36648,38431.69815,1783.698149
-36684,-38069.89147,-1385.891473,,36684,38471.25261,1787.252614
-36720,-38108.39328,-1388.393276,,36720,38511.01004,1791.010037
-36756,-38147.05256,-1391.052556,,36756,38550.57219,1794.572188
-36792,-38185.71419,-1393.714192,,36792,38590.13807,1798.138073
-36828,-38224.37818,-1396.378183,,36828,38629.70769,1801.707695
-36864,-38262.88876,-1398.888756,,36864,38669.48115,1805.481148
-36900,-38301.55733,-1401.557326,,36900,38709.05846,1809.05846
-36936,-38340.22825,-1404.228249,,36936,38748.63951,1812.63951
-36972,-38378.90153,-1406.901526,,36972,38788.2243,1816.224298
-37008,-38417.42086,-1409.420861,,37008,38828.01379,1820.013793
-37044,-38456.09871,-1412.098713,,37044,38867.60628,1823.606278
-37080,-38494.77892,-1414.778916,,37080,38907.2025,1827.202503
-37116,-38533.46147,-1417.461471,,37116,38946.80247,1830.802469
-37152,-38571.98956,-1419.989561,,37152,38986.60802,1834.608016
-37188,-38610.67669,-1422.676688,,37188,39026.21568,1838.215684
-37224,-38649.36616,-1425.366163,,37224,39065.82709,1841.827095
-37260,-38688.05799,-1428.057988,,37260,39105.44225,1845.442249
-37296,-38726.59483,-1430.594827,,37296,39145.26386,1849.263861
-37332,-38765.29122,-1433.29122,,37332,39184.88672,1852.886723
-37368,-38803.98996,-1435.98996,,37368,39224.51333,1856.51333
-37404,-38842.69105,-1438.691047,,37404,39264.14368,1860.143684
-37440,-38881.23663,-1441.236628,,37440,39303.98137,1863.981371
-37476,-38919.94228,-1443.942279,,37476,39343.61944,1867.619438
-37512,-38958.65028,-1446.650276,,37512,39383.26125,1871.261252
-37548,-38997.36062,-1449.360619,,37548,39422.90682,1874.906816
-37584,-39035.91493,-1451.914933,,37584,39462.76059,1878.760591
-37620,-39074.62984,-1454.629836,,37620,39502.41387,1882.413873
-37656,-39113.34708,-1457.347082,,37656,39542.07091,1886.070906
-37692,-39152.06667,-1460.066672,,37692,39581.73169,1889.73169
-37728,-39190.62971,-1462.629714,,37728,39621.60156,1893.601565
-37764,-39229.35386,-1465.35386,,37764,39661.27007,1897.270073
-37800,-39268.08035,-1468.080348,,37800,39700.94233,1900.942334
-37836,-39306.80918,-1470.809178,,37836,39740.61835,1904.61835
-37872,-39345.38094,-1473.380939,,37872,39780.50434,1908.504336
-37908,-39384.11432,-1476.114322,,37908,39820.18808,1912.188081
-37944,-39422.85004,-1478.850044,,37944,39859.87558,1915.875582
-37980,-39461.58811,-1481.588106,,37980,39899.56684,1919.56684
-38016,-39500.16858,-1484.16858,,38016,39939.46895,1923.468948
-38052,-39538.91119,-1486.911191,,38052,39979.16794,1927.167941
-38088,-39577.65614,-1489.65614,,38088,40018.87069,1930.870693
-38124,-39616.40343,-1492.403426,,38124,40058.5772,1934.577204
-38160,-39654.99261,-1494.992607,,38160,40098.49545,1938.495446
-38196,-39693.74444,-1497.744438,,38196,40138.2097,1942.209698
-38232,-39732.49861,-1500.498606,,38232,40177.92771,1945.927711
-38268,-39771.25511,-1503.255109,,38268,40217.64949,1949.649487
-38304,-39809.85299,-1505.852989,,38304,40257.58387,1953.583875
-38340,-39848.61403,-1508.614033,,38340,40297.3134,1957.313396
-38376,-39887.37741,-1511.377412,,38376,40337.04668,1961.046681
-38412,-39926.14312,-1514.143125,,38412,40376.78373,1964.783732
-38448,-39964.7497,-1516.749697,,38448,40416.73428,1968.734277
-38484,-40003.51995,-1519.519947,,38484,40456.47908,1972.479079
-38520,-40042.29253,-1522.292529,,38520,40496.22765,1976.227648
-38556,-40081.06744,-1525.067443,,38556,40535.97998,1979.979984
-38592,-40119.6827,-1527.682701,,38592,40575.9467,1983.946699
-38628,-40158.46215,-1530.462149,,38628,40615.70679,1987.706792
-38664,-40197.24393,-1533.243928,,38664,40655.47066,1991.470655
-38700,-40236.02804,-1536.028036,,38700,40695.23829,1995.238288
-38736,-40274.65197,-1538.651971,,38736,40735.22118,1999.221184
-38772,-40313.44061,-1541.44061,,38772,40774.99658,2002.99658
-38808,-40352.23158,-1544.231577,,38808,40814.77575,2006.775748
-38844,-40391.02487,-1547.024872,,38844,40854.55869,2010.558689
-38880,-40429.65748,-1549.657479,,38880,40894.55778,2014.557777
-38916,-40468.4553,-1552.4553,,38916,40934.34849,2018.348486
-38952,-40507.25545,-1555.255448,,38952,40974.14297,2022.14297
-38988,-40546.05792,-1558.057922,,38988,41013.94123,2025.94123
-39024,-40584.86272,-1560.862722,,39024,41053.74327,2029.743266
-39060,-40623.50619,-1563.50619,,39060,41093.76256,2033.762557
-39096,-40662.31551,-1566.315512,,39096,41133.57237,2037.572367
-39132,-40701.12716,-1569.127157,,39132,41173.38596,2041.385957
-39168,-40739.94113,-1571.941127,,39168,41213.20332,2045.203325
-39204,-40778.59325,-1574.593251,,39204,41253.23884,2049.238835
-39240,-40817.41174,-1577.411738,,39240,41293.06398,2053.063984
-39276,-40856.23255,-1580.232548,,39276,41332.89291,2056.892914
-39312,-40895.05568,-1583.055679,,39312,41372.72563,2060.725626
-39348,-40933.71645,-1585.716451,,39348,41412.77737,2064.777368
-39384,-40972.5441,-1588.544097,,39384,41452.61787,2068.617865
-39420,-41011.37406,-1591.374063,,39420,41492.46215,2072.462147
-39456,-41050.20635,-1594.206349,,39456,41532.31021,2076.310213
-39492,-41088.87576,-1596.875764,,39492,41572.3782,2080.378198
-39528,-41127.71256,-1599.71256,,39528,41612.23406,2084.234056
-39564,-41166.55168,-1602.551675,,39564,41652.0937,2088.093701
-39600,-41205.39311,-1605.393108,,39600,41691.95713,2091.957132
-39636,-41244.07116,-1608.071157,,39636,41732.04137,2096.041372
-39672,-41282.9171,-1610.917098,,39672,41771.9126,2099.912601
-39708,-41321.76535,-1613.765354,,39708,41811.78762,2103.78762
-39744,-41360.61593,-1616.615927,,39744,41851.66643,2107.666428
-39780,-41399.3026,-1619.302604,,39780,41891.76693,2111.766935
-39816,-41438.15768,-1622.15768,,39816,41931.65355,2115.653546
-39852,-41477.01507,-1625.015071,,39852,41971.54395,2119.543949
-39888,-41515.87478,-1627.874775,,39888,42011.43815,2123.438145
-39924,-41554.57007,-1630.570073,,39924,42051.55493,2127.554931
-39960,-41593.43428,-1633.434278,,39960,42091.45694,2131.456936
-39996,-41632.30079,-1636.300795,,39996,42131.36274,2135.362735
-40032,-41671.16962,-1639.169624,,40032,42171.27233,2139.27233
-40068,-41709.87354,-1641.873536,,40068,42211.40541,2143.405407
-40104,-41748.74686,-1644.746862,,40104,42251.32282,2147.322816
-40140,-41787.6225,-1647.622498,,40140,42291.24402,2151.244022
-40176,-41826.50044,-1650.500445,,40176,42331.16903,2155.169027
-40212,-41865.21296,-1653.212963,,40212,42371.31841,2159.318407
-40248,-41904.0954,-1656.095403,,40248,42411.25123,2163.251232
-40284,-41942.98015,-1658.980151,,40284,42451.18786,2167.187857
-40320,-41981.86721,-1661.867207,,40320,42491.12828,2171.128282
-40356,-42020.58833,-1664.588326,,40356,42531.29398,2175.293977
-40392,-42059.47987,-1667.479872,,40392,42571.24223,2179.242229
-40428,-42098.37372,-1670.373724,,40428,42611.19428,2183.194283
-40464,-42137.10126,-1673.101256,,40464,42651.37228,2187.372279
-40500,-42175.99959,-1675.999595,,40500,42691.33216,2191.332163
-40536,-42214.90024,-1678.900239,,40536,42731.29585,2195.295852
-40572,-42253.80319,-1681.803188,,40572,42771.26335,2199.263347
-40608,-42292.53931,-1684.539309,,40608,42811.45768,2203.457679
-40644,-42331.44674,-1687.446741,,40644,42851.43301,2207.43301
-40680,-42370.35648,-1690.356476,,40680,42891.41215,2211.412148
-40716,-42409.26851,-1693.268515,,40716,42931.3951,2215.395095
-40752,-42448.01322,-1696.013217,,40752,42971.60578,2219.605776
-40788,-42486.92973,-1698.929734,,40788,43011.59656,2223.596564
-40824,-42525.84855,-1701.848554,,40824,43051.59116,2227.591163
-40860,-42564.76967,-1704.769674,,40860,43091.58957,2231.589573
-40896,-42603.52295,-1707.522951,,40896,43131.81661,2235.816613
-40932,-42642.44855,-1710.448547,,40932,43171.82287,2239.822871
-40968,-42681.37644,-1713.376442,,40968,43211.83294,2243.832941
-41004,-42720.30664,-1716.306637,,41004,43251.84683,2247.846825
-41040,-42759.06848,-1719.068482,,41040,43292.09024,2252.090239
-41076,-42798.00315,-1722.003149,,41076,43332.11198,2256.111976
-41112,-42836.94011,-1724.940113,,41112,43372.13753,2260.137529
-41148,-42875.87938,-1727.879376,,41148,43412.1669,2264.166899
-41184,-42914.64978,-1730.649781,,41184,43452.4267,2268.426697
-41220,-42953.59351,-1733.593511,,41220,43492.46393,2272.463926
-41256,-42992.53954,-1736.539538,,41256,43532.50497,2276.504974
-41292,-43031.48786,-1739.48786,,41292,43572.54984,2280.549841
-41328,-43070.26682,-1742.266819,,41328,43612.82604,2284.826036
-41364,-43109.21961,-1745.219606,,41364,43652.87877,2288.878767
-41400,-43148.17469,-1748.174687,,41400,43692.93532,2292.93532
-41436,-43187.13206,-1751.132061,,41436,43732.9957,2296.995695
-41472,-43225.91957,-1753.919568,,41472,43773.2883,2301.288299
-41508,-43264.8814,-1756.881403,,41508,43813.35654,2305.356545
-41544,-43303.84553,-1759.845531,,41544,43853.42861,2309.428615
-41580,-43342.81195,-1762.811951,,41580,43893.50451,2313.50451
-41616,-43381.608,-1765.607998,,41616,43933.81353,2317.813535
-41652,-43420.57887,-1768.578875,,41652,43973.89731,2321.897306
-41688,-43459.55204,-1771.552042,,41688,44013.9849,2325.984904
-41724,-43498.5275,-1774.5275,,41724,44054.07633,2330.07633
-41760,-43537.33208,-1777.33208,,41760,44094.40179,2334.401789
-41796,-43576.31199,-1780.311991,,41796,44134.5011,2338.501097
-41832,-43615.29419,-1783.294191,,41832,44174.60423,2342.604234
-41868,-43654.27868,-1786.278679,,41868,44214.7112,2346.711203
-41904,-43693.09179,-1789.091787,,41904,44255.05311,2351.053107
-41940,-43732.08072,-1792.080725,,41940,44295.16796,2355.167963
-41976,-43771.07195,-1795.071949,,41976,44335.28665,2359.286652
-42012,-43810.06546,-1798.06546,,42012,44375.40917,2363.409174
-42048,-43848.88709,-1800.887088,,42048,44415.76754,2367.767537
-42084,-43887.88505,-1803.885045,,42084,44455.89795,2371.897952
-42120,-43926.88529,-1806.885287,,42120,44496.0322,2376.032203
-42156,-43965.88781,-1809.887814,,42156,44536.17029,2380.170291
-42192,-44004.71796,-1812.717955,,42192,44576.54512,2384.545124
-42228,-44043.72492,-1815.724925,,42228,44616.69111,2388.691111
-42264,-44082.73418,-1818.734177,,42264,44656.84094,2392.840936
-42300,-44121.74571,-1821.745712,,42300,44696.9946,2396.9946
-42336,-44160.58436,-1824.58436,,42336,44737.38592,2401.385915
-42372,-44199.60033,-1827.600334,,42372,44777.54748,2405.547485
-42408,-44238.61859,-1830.61859,,42408,44817.7129,2409.712895
-42444,-44277.63913,-1833.639126,,42444,44857.88215,2413.882147
-42480,-44316.48627,-1836.486274,,42480,44898.28996,2418.289958
-42516,-44355.51125,-1839.511246,,42516,44938.46712,2422.467121
-42552,-44394.5385,-1842.538497,,42552,44978.64813,2426.648129
-42588,-44433.56803,-1845.568027,,42588,45018.83298,2430.83298
-42624,-44472.42367,-1848.423668,,42624,45059.2573,2435.257299
-42660,-44511.45763,-1851.45763,,42660,45099.45007,2439.450068
-42696,-44550.49387,-1854.49387,,42696,45139.64668,2443.646683
-42732,-44589.53239,-1857.532386,,42732,45179.84715,2447.847146
-42768,-44628.39651,-1860.396514,,42768,45220.28798,2452.287985
-42804,-44667.43946,-1863.439459,,42804,45260.49637,2456.496371
-42840,-44706.48468,-1866.48468,,42840,45300.70861,2460.708606
-42876,-44745.53218,-1869.532175,,42876,45340.92469,2464.924692
-42912,-44784.40478,-1872.404783,,42912,45381.38206,2469.382062
-42948,-44823.4567,-1875.456704,,42948,45421.60608,2473.606077
-42984,-44862.5109,-1878.510898,,42984,45461.83394,2477.833944
-43020,-44901.56737,-1881.567366,,43020,45502.06566,2482.065664
-43056,-44940.44845,-1884.448446,,43056,45542.53958,2486.539579
-43092,-44979.50934,-1887.509336,,43092,45582.77923,2490.779234
-43128,-45018.5725,-1890.572497,,43128,45623.02274,2495.022744
-43164,-45057.63793,-1893.637929,,43164,45663.27011,2499.270109
-43200,-45096.52748,-1896.527476,,43200,45703.76058,2503.760583
